state,code,name,zone,address,geometry_type,coordinates
Delhi NCT,DSA,DELHI SHAHDARA,NR,"Circular Rd, Delhi NCT",Point,"[77.293154, 28.673098]"
Uttar Pradesh,GZT,GHAZIPUR GHAT,NER,"Ghazipur, Uttar Pradesh",Point,"[83.60480199999999, 25.600279999999998]"
Tamil Nadu,PGN,PERUGAMANI,SR,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu",Point,"[78.54751, 10.889271]"
Nagaland,DMV,DIMAPUR,NFR,"Dimapur, Nagaland",Point,"[93.72781599999999, 25.905701999999998]"
Karnataka,DWF,DUDH SAGAR WATER FALLS,SWR,"National Highway 4A, Karnataka",Point,"[74.31403358, 15.31333714]"
Maharashtra,FSG,PHURSUNGI,CR,"Phursungi, Maharashtra",Point,"[74.026016, 18.455828999999998]"
West Bengal,FLU,Phulia,ER,"Fulia, West Bengal",Point,"[88.49634, 23.229896999999998]"
Jharkhand,DPS,Dangoaposi,SER,"Nurda, Jharkhand",Point,"[85.59273, 22.167964]"
West Bengal,DZKT,Durga Chak Town,SER,"Haldia, West Bengal",Point,"[88.136032, 22.066831]"
Maharashtra,EPR,Mumbai Elphinstone Road,WR,"Mumbai, Maharashtra",Point,"[72.835426, 19.00694]"
Assam,ELL,Eraligu,NFR,"Eraligu, Assam",Point,"[92.33263099999999, 24.665398]"
,DLN,DILDARNAGAR JN,,,Point,"[83.668324, 25.419424]"
Bihar,DNWH,Daniyawan Bazar Halt,?,"Daniawan, Bihar",Point,"[85.2908951074, 25.4345036206]"
Uttar Pradesh,AHM,AHIMANPUR,NER,"St Ravidas Nagar, Uttar Pradesh",Point,"[82.511544, 25.252404]"
Rajasthan,FA,FALNA,NWR,"Falna, Rajasthan",Point,"[73.23495299999999, 25.235808]"
Punjab,DODH,Dodh,NR,"State Highway 20, Punjab",Point,"[74.52193700000001, 30.841607]"
Uttar Pradesh,DRGJ,DARAGANJ,NER,"Allahabad, Uttar Pradesh",Point,"[81.87998999999999, 25.44265]"
Gujarat,DQN,Dhanera,NWR,"Dhanera, Gujarat",Point,"[72.032364, 24.506528]"
Jharkhand,DUMK,Dumka,ER,"Dumka, Jharkhand",Point,"[87.254975, 24.289527]"
,SRGM,SRIRANGAM,,,Point,"[78.696348, 10.857918]"
,GOC,PONMALAI GOLDEN ROCK,,,Point,"[78.709755, 10.791837]"
West Bengal,DZK,Durgachak,SER,"Haldia, West Bengal",Point,"[88.15527399999999, 22.082011]"
,TPTN,TIRUCHIRAPALI TOWN,,,Point,"[78.702834, 10.829084]"
,UKV,UTTAMARKOVIL,,,Point,"[78.702346, 10.877948]"
,BXS,PICHCHANDARKOVL,,,Point,"[78.720236, 10.881112]"
,VLDE,VALADI,,,Point,"[78.757917, 10.872869000000001]"
,MAND,MANDURAI,,,Point,"[78.78619599999999, 10.873068]"
,LLI,LALGUDI,,,Point,"[78.813672, 10.875733]"
,KTTR,KATTUR,,,Point,"[78.855173, 10.895833999999999]"
,PMB,PULLAMBADI,,,Point,"[78.91757299999999, 10.940214]"
,KKPM,KALLAKKUDI PLGH,,,Point,"[78.948759, 10.966118999999999]"
,KLGM,KALLAGAM,,,Point,"[79.00542629819999, 11.0256145326]"
,SLTH,SILLAKKUDI,,,Point,"[79.0368619916, 11.095633418]"
,ALU,ARIYALUR,,,Point,"[79.06831799999999, 11.150035]"
,OTK,OTTAKOVIL,,,Point,"[79.109674, 11.222726000000002]"
,VER,VELLUR HALT,,,Point,"[79.13844999999999, 11.242453000000001]"
,SNDI,SENDURAI,,,Point,"[79.168778, 11.256462]"
,MTUR,MATHUR,,,Point,"[79.20580299999999, 11.318107]"
,ICG,ICHCHANGADU,,,Point,"[79.2197551199, 11.371003803499999]"
,PNDM,PENNADAM,,,Point,"[79.219978, 11.397962999999999]"
,TLNR,TALANALLUR,,,Point,"[79.24125000000001, 11.436374]"
,VRT,VRIDDHACHALM TN,,,Point,"[79.279462, 11.482273000000001]"
Andhra Pradesh,DPD,DOSAPADU,SCR,"Krishna, Andhra Pradesh",Point,"[80.938771, 16.468807]"
Rajasthan,GAMI,Gogameri,NWR,"MDR 18, Rajasthan",Point,"[75.03507563844323, 29.160244032368652]"
Maharashtra,GANI,GHARNI,?,"MSH3, Maharashtra",Point,"[76.758368, 18.476969999999998]"
Maharashtra,DVN,DEVTHANA,SCR,"Nanded, Maharashtra",Point,"[77.689981, 19.274562]"
Uttar Pradesh,DXH,DUHAI,NR,"Uttar Pradesh, Uttar Pradesh",Point,"[77.480363, 28.730283]"
Bihar,DWLE,Dhauni,ER,"Dhauni, Bihar",Point,"[86.9930409827, 25.010329682000002]"
Punjab,DUI,DHURI JN,NR,"Dhuri, Punjab",Point,"[75.86660300000001, 30.372740999999998]"
Rajasthan,FPS,Fatehpur Shekhawati,NWR,"Fatehpur, Rajasthan",Point,"[74.971043, 28.000728000000002]"
Uttar Pradesh,DWJ,DWARKAGANJ,NR,"Sultanpur, Uttar Pradesh",Point,"[82.109076, 26.316418]"
,DI,DOMBIVILI,,,Point,"[73.0869, 19.218218]"
,VK,VIKHROLI,,,Point,"[72.928312, 19.11196]"
,VVH,VIDYAVIHAR,,,Point,"[72.897181, 19.079258]"
Maharashtra,VGN,VANGAON,WR,"Thane, Maharashtra",Point,"[72.76318500000001, 19.882845]"
Bihar,GALG,GoldingGanj,?,"GoldingGanj, Bihar",,
Bihar,EKR,Ekangarsarai,ECR,"Ekangar Sarai, Bihar",Point,"[85.2322638, 25.2224815]"
Haryana,GGN,GURGAON,NR,"Gurgaon, Haryana",Point,"[77.010739, 28.489165]"
Punjab,DTW,DATEWAS,NR,"Bareta, Punjab",Point,"[75.616682, 29.893255]"
West Bengal,NAI,Nangi,ER,"Kolkata, West Bengal",Point,"[88.223984, 22.500255999999997]"
Haryana,FN,Farukhnagar,NR,"Gurgaon, Haryana",Point,"[76.828486, 28.467066]"
Gujarat,GDL,GONDAL,WR,"Gondal, Gujarat",Point,"[70.79558800000001, 21.972471]"
Bihar,GAH,Gawnaha,ECR,"Pashchim Champaran, Bihar",Point,"[84.52017599999999, 27.269838999999997]"
Rajasthan,GAL,GHATLA,NWR,"State Highway 14, Rajasthan",Point,"[76.628452, 27.731813000000002]"
Gujarat,AI,ADIPUR,WR,"Dist. Kachchh, Gujarat",Point,"[70.0786586, 23.077052700000003]"
Maharashtra,CHG,MUMBAI CHINCHPOKLI,CR,"Mumbai, Maharashtra",Point,"[72.832659, 18.986789]"
Chhattisgarh,DWZ,Dantewara,ECoR,"Dantewada, Chhattisgarh",Point,"[81.35453600000001, 18.907733]"
Gujarat,DXR,DIGSAR,WR,"State Highway 17, Gujarat",Point,"[71.499375, 22.712403000000002]"
Madhya Pradesh,FTD,Fatehabad Chowk Junction,WR,"Indore, Madhya Pradesh",Point,"[75.673338, 23.009106]"
Haryana,DZB,Dahina Zainabad,NWR,"Tumna Rd, Haryana",Point,"[76.39169434200001, 28.291078574500002]"
Tamil Nadu,TMLP,TIRUMALPUR,SR,"Tirumalpur, Tamil Nadu",Point,"[79.67348799999999, 12.956333]"
Tamil Nadu,CJE,KANCHIPURAM EAST,SR,"Kanchipuram, Tamil Nadu",Point,"[79.7120436792, 12.841137186300001]"
West Bengal,DUJ,DUBRAJPUR,ER,"Dubrajpur, West Bengal",Point,"[87.378973, 23.803358]"
Assam,DGU,DIGARU,NFR,"Digaru, Assam",Point,"[91.977861, 26.173306]"
Assam,BRHU,BARAHU,NFR,"National Highway 37, Assam",Point,"[92.1395124182, 26.1204333815]"
Assam,DML,DHARAMTUL,NFR,"Dharamtul, Assam",Point,"[92.36716, 26.189127]"
Uttar Pradesh,BHGP,Bhagirathpur,NER,"National Highway 29, Uttar Pradesh",Point,"[83.38771, 27.326628]"
Assam,DHRY,DHALPUKHURI,NFR,"Hojai Rd, Assam",Point,"[92.880626, 25.981050999999997]"
Assam,BRLF,BAR LANGFER S,NFR,"Lumding, Assam",Point,"[93.225136, 25.755626]"
Assam,SLX,SELENG HAT,NFR,"National Highway 61, Assam",Point,"[94.4827626898, 26.783438032899998]"
Assam,DBRG,DIBRUGARH,NFR,"Dibrugarh, Assam",Point,"[94.93525791020001, 27.463606565899997]"
,DIL,DILAWARNAGAR,,,Point,"[80.6674744, 26.9601891]"
Uttar Pradesh,NDJ,NANDGANJ,NER,"National Highway 29, Uttar Pradesh",Point,"[83.396867, 25.54457]"
Uttar Pradesh,DYU,DIYURI,NER,"Diyuri, Uttar Pradesh",Point,"[79.87601000000001, 28.603253]"
Jammu and Kashmir,JAT,JAMMU TAWI,NR,"Jammu Cantt, Jammu and Kashmir",Point,"[74.880117, 32.706975]"
Himachal Pradesh,KNDI,KANDRORI,NR,"District Kangra Pin- 176402, Himachal Pradesh",Point,"[75.668807, 32.184403]"
Uttar Pradesh,DYP,Daryapur,NR,"National Highway 24B, Uttar Pradesh",Point,"[81.248588, 26.182799]"
Punjab,BMK,BIRANG KHERA,NWR,"MDR 105, Punjab",Point,"[74.63586428650001, 29.9125697133]"
Rajasthan,DHRR,DHIRERA,NWR,"Bikaner, Rajasthan",Point,"[73.616355, 28.363519]"
Uttar Pradesh,CBN,CHIT BARAGAON,NER,"Chitbaragaon, Uttar Pradesh",Point,"[84.00154, 25.744108999999998]"
,CPR,CHHAPRA,,,Point,"[84.725004, 25.788320000000002]"
,DRI,DUMRI JUARA,,,Point,"[84.869395, 25.748425]"
,SEE,SONPUR JN,,,Point,"[85.16685100000001, 25.696849]"
Uttar Pradesh,FRDH,Faridaha Halt,NER,"Aunrihar, Uttar Pradesh",Point,"[83.12602199999999, 25.557959]"
Gujarat,KLL,KALOL JN,WR,"Kalol, Gujarat",Point,"[72.50363, 23.244576000000002]"
Gujarat,DNW,DANGARWA,WR,"Jagudan, Gujarat",Point,"[72.44125299999999, 23.401485]"
Gujarat,CHP,CHHAPI,WR,"Banaskantha, Gujarat",Point,"[72.40022099999999, 24.034518000000002]"
Rajasthan,SOH,SIROHI ROAD,NWR,"Pindwara, Rajasthan",Point,"[73.039834, 24.791042]"
Tamil Nadu,TN,TUTICORIN,SR,"Thoothukudi, Tamil Nadu",Point,"[78.15535899999999, 8.806109000000001]"
West Bengal,GBA,GARHBETA,SER,"Medinipur, West Bengal",Point,"[87.320972, 22.844562]"
Kerala,ELM,ELIMALA,SR,"Kannur District, Kerala",Point,"[75.2308476031, 12.0686868024]"
Bihar,GARA,Garha,ECR,"NH 77, Bihar",Point,"[85.52096599999999, 26.426289]"
Rajasthan,GJN,Gajner,NWR,"National Highway 15, Rajasthan",Point,"[73.0615538, 27.9358522]"
West Bengal,GIA,Garia,ER,"Kolkata, West Bengal",Point,"[88.404673, 22.465958999999998]"
Tamil Nadu,ERL,ERANIEL,SR,"Kanyakumari, Tamil Nadu",Point,"[77.308161, 8.212549]"
,VRI,VRIDHACHALAM JN,,,Point,"[79.316073, 11.534965]"
,MPLY,MEPPULIYUR,,,Point,"[79.30663799999999, 11.676385]"
,PRKL,PARIKKAL,,,Point,"[79.370923, 11.778527]"
,KGZ,KARUNGUZHI,,,Point,"[79.91149, 12.531918999999998]"
Andhra Pradesh,PNDP,PANDILLAPALLI,SCR,"Pandillapalli Railway Station, Andhra Pradesh",Point,"[80.17023400000001, 17.171933]"
Maharashtra,GLV,GULVANCHI,CR,"Jath Rd, Maharashtra",Point,"[75.05678, 17.172707]"
Haryana,GHH,GARHI HARSARU,NR,"Gurgaon, Haryana",Point,"[76.929697, 28.43755]"
Gujarat,GOP,GOP JAM,WR,"State Highway 27, Gujarat",Point,"[69.90809078, 22.0539696502]"
Chhattisgarh,GDZ,Gundardehi,SECR,"Gundardehi, Chhattisgarh",Point,"[81.302351, 20.948836]"
Punjab,GDB,GIDDARBAHA,NR,"Giddarbaha, Punjab",Point,"[74.663342, 30.201319]"
Punjab,GJW,Gajuwala,NR,"State Highway 2, Punjab",Point,"[75.871735, 29.585509000000002]"
,GMIA,GUMIA,ECR,,Point,"[85.82892199999999, 23.802650999999997]"
Uttar Pradesh,GDHA,GODHA,NR,"Godha, Uttar Pradesh",Point,"[78.141225, 28.005897]"
West Bengal,GHUM,Ghoom,NFR,"Darjeeling, West Bengal",Point,"[88.254223, 27.008643]"
Gujarat,GNPT,Ganpatpura,WR,"Gujarat, Gujarat",,
,LRJ,LAKSAR JN,,,Point,"[78.019628, 29.754037999999998]"
Jharkhand,GSDH,GARSANDA HALT,ECR,"Garsanda, Jharkhand",Point,"[86.011307, 25.142617]"
Madhya Pradesh,GELA,Ghadela Halt,SECR,"State Highway 19, Madhya Pradesh",Point,"[78.888017, 21.714043999999998]"
Jharkhand,GHQ,GARHWA,ECR,"Garhwa, Jharkhand",Point,"[83.8132154, 24.1751953]"
Andhra Pradesh,GDV,GUDIVADA JN,SCR,"Krishna District, Andhra Pradesh",Point,"[80.987594, 16.429888]"
Madhya Pradesh,GNDI,GONDWALI,WCR,"Bargawa, Madhya Pradesh",Point,"[82.519981, 24.217437999999998]"
,KEI,KASHI,,,Point,"[83.031939, 25.326563999999998]"
,BBRM,BABA BHAGWAN RAM HALT,,,Point,"[83.0384061804, 25.315887671800002]"
,VYN,VYASNAGAR,,,Point,"[83.071351, 25.29701]"
Bihar,GNK,Garhnokha,ECR,"State Highway 12, Bihar",Point,"[84.12283778, 25.09724423]"
,BHBV,BLOCK HUT B,,,Point,"[83.102203, 25.274869]"
,BSB,VARANASI JN,,,Point,"[82.986468, 25.327281]"
Madhya Pradesh,DKI,DHARMKUNDI,WCR,"Hoshangabad, Madhya Pradesh",Point,"[77.5510144354, 22.5120383739]"
Uttar Pradesh,NGL,NANGAL,NR,"Saharanpur, Uttar Pradesh",Point,"[77.62227, 29.832554]"
Uttar Pradesh,MOZ,MUZAFFARNAGAR,NR,"MuzaffarNagar, Uttar Pradesh",Point,"[77.707807, 29.468689]"
Uttar Pradesh,DRLA,DAURALA,NR,"Meerut, Uttar Pradesh",Point,"[77.70616000000001, 29.114015000000002]"
Uttar Pradesh,MDNR,MODINAGAR,NR,"Ghaziabad, Uttar Pradesh",Point,"[77.571716, 28.827907]"
Madhya Pradesh,BRI,BHIRINGI,WCR,"Harda, Madhya Pradesh",Point,"[76.941024, 22.227752]"
West Bengal,GEDE,Gede,ER,"R 748, West Bengal",Point,"[88.786737, 23.491197]"
,THK,THAKRULI,,,Point,"[73.09767799999999, 19.225768000000002]"
Delhi NCT,GHE,GHEVRA,NR,"Ghevra, Delhi NCT",Point,"[76.99853599999999, 28.691982000000003]"
Punjab,GHA,GOLEHWALA,NR,"Golehwala, Punjab",Point,"[74.70440599999999, 30.789872]"
Uttar Pradesh,GAW,Gainjahwa,NER,"MDR 10E, Uttar Pradesh",Point,"[82.24506478820001, 27.4546557588]"
Punjab,GNZ,Gahndran Halt,NR,"Malsian Rd, Punjab",Point,"[75.424279, 31.117935]"
,MGSO,MGSO,,,,
Uttar Pradesh,GH,GHUGHULI,NER,"Ghughli Bazar, Uttar Pradesh",Point,"[83.7137745453, 27.0539516142]"
,DLWS,DLWS,,,,
Uttar Pradesh,SJGH,SARAI JAGDISH,NER,"National Highway 2, Uttar Pradesh",Point,"[82.365134, 25.30009]"
Maharashtra,KARD,KAMAN ROAD,CR,"Section 2, Maharashtra",Point,"[72.919123, 19.33655]"
Uttar Pradesh,GOV,Govindpuri,NCR,"Kanpur, Uttar Pradesh",,
Gujarat,AML,AMALSAD,WR,"Amalsad, Gujarat",Point,"[72.956092, 20.811373000000003]"
West Bengal,GPLG,Gopalpurgram,ER,"Contai Nandakumar Rd, West Bengal",,
West Bengal,GQD,Gourdaha Halt,ER,"Gourdaha, West Bengal",,
Punjab,GTQ,Gumtali Halt,NR,"Gumtali, Punjab",Point,"[75.636453, 31.065852]"
Gujarat,GLD,Ghelda,WR,"State Highway 133, Gujarat",Point,"[72.20310172849999, 23.3616934176]"
,LRJC,LAKSAR NORTH CABIN,,,Point,"[78.00175999999999, 29.767009]"
Uttar Pradesh,GCT,GHAZIPUR CITY,NER,"Ghazipur, Uttar Pradesh",Point,"[83.568045, 25.583144]"
Rajasthan,GIS,Garhi Sandra,NCR,"Dholpur, Rajasthan",Point,"[77.76513, 26.668256]"
Kerala,GUV,GURUVAYUR,SR,"Guruvayoor 0487-2556820, Kerala",Point,"[76.045457, 10.596896]"
,EOCM,EOCM,,,Point,"[83.196038, 25.315812]"
,KCA,KUCHMAN,,,Point,"[83.21503, 25.318877999999998]"
,SLD,SAKALDIHA,,,Point,"[83.289193, 25.331472]"
,TLAM,TULSI ASHRAM,,,Point,"[83.35123571720001, 25.3422743391]"
,DHA,DHEENA,,,Point,"[83.423069, 25.354392]"
Maharashtra,DTVL,DATIVLI,CR,"Kalyan Shilphata Rd, Maharashtra",Point,"[73.059049, 19.187012]"
Maharashtra,KLMG,KALAMBOLI GOODS,CR,"Navi Mumbai, Maharashtra",Point,"[73.11494900000001, 19.035116]"
,BHCL,BAHORA CHANDIL,,,Point,"[83.489726, 25.364918]"
,ZNA,ZAMANIA,,,Point,"[83.54365, 25.373856]"
,DRV,DARAULI,,,Point,"[83.60180199999999, 25.393753]"
,USK,USIA KHAS,,,Point,"[83.706967, 25.434324]"
Maharashtra,PEN,PEN,CR,"Pen, Maharashtra",Point,"[73.0867978516, 18.735604455900003]"
Bihar,GKA,Gokhula,ECR,"Dhaminaha, Bihar",Point,"[84.53976300000001, 27.069813]"
Kerala,CMC,CHEMANCHERI,SR,"Dist. Kozhikode, Kerala",Point,"[75.720039, 11.405279]"
Kerala,ETR,ELATTUR,SR,"Kozhikode district, Kerala",Point,"[75.741119, 11.346337]"
,GPBN,Gandhi Park Halt,?,,Point,"[77.893393, 18.652065999999998]"
Kerala,CLT,KOZHIKODE,SR,"Calicut, Kerala",Point,"[75.780407, 11.246234]"
Kerala,FK,FEROK,SR,"Feroke, Kerala",Point,"[75.8302845, 11.174972200000001]"
Kerala,PGI,PARPANANGADI,SR,"Parappanangadi, Kerala",Point,"[75.861006, 11.045910000000001]"
,BPZA,BHARATHAPUZHA H,,,Point,"[76.290829, 10.758913999999999]"
,VTK,VALLATHOL NAGAR,,,Point,"[76.280933, 10.731563]"
,BWH,BHADAURA,,,Point,"[83.738354, 25.4504253]"
Rajasthan,GIO,Goriyan,NWR,"National Highway 11, Rajasthan",Point,"[75.26559, 27.547928]"
Andhra Pradesh,GLA,GARLA,SCR,"Garla, Andhra Pradesh",Point,"[80.139236, 17.487076]"
Punjab,GOD,GIDARPINDI,NR,"Jalandhar, Punjab",Point,"[75.12451399999999, 31.152633]"
Rajasthan,GVH,Govind Garh,NCR,"Govindgarh, Rajasthan",Point,"[76.98805800000001, 27.499556]"
West Bengal,GRB,GARHDHRUBESWAR,SER,"Purulia, West Bengal",Point,"[86.617006, 23.509341]"
Madhya Pradesh,GNW,Gangiwara,CR,"Chhindwara, Madhya Pradesh",Point,"[78.846139, 22.097988]"
,PHLG,PHLG,,,,
Rajasthan,GRI,GURIYA,NWR,"Pali, Rajasthan",Point,"[73.955291, 25.998261]"
West Bengal,HBE,Habibpur,ER,"National Highway 34, West Bengal",Point,"[88.538423, 23.211966999999998]"
Andhra Pradesh,GWV,GOWDAVALLI,SCR,"Rangareddy, Andhra Pradesh",Point,"[78.46819099999999, 17.609541]"
Assam,GLGT,Golaghat,NFR,"Golaghat, Assam",Point,"[93.9611898, 26.508626]"
Madhya Pradesh,MDRR,MADHAVNAGAR ROA,WCR,"Madhavnagar, Madhya Pradesh",Point,"[80.3948243298, 23.7866102083]"
Madhya Pradesh,GMD,GURAMKHEDI,WCR,"Sohagpur, Madhya Pradesh",Point,"[78.0778207251, 22.682206476]"
West Bengal,HGA,Hogla,ER,"Hogla H, West Bengal",Point,"[88.452384, 22.255044]"
Madhya Pradesh,BGTA,BAGRA TAWA,WCR,"Bagra Tawa, Madhya Pradesh",Point,"[77.9937073, 22.6307113]"
Rajasthan,AIA,AJARAKA,NWR,"Ajaraka, Rajasthan",Point,"[76.56420899999999, 27.959391]"
Karnataka,GNJ,GUNJI,SWR,"Belagavi, Karnataka",Point,"[74.47936741759999, 15.5431155625]"
Karnataka,H,Venkatagiri Kote Halt,SWR,"Venkatagiri Kote, Karnataka",,
Karnataka,GPB,GHATPRABHA,SWR,"Ghatprabha, Karnataka",Point,"[74.7598229541, 16.240718896]"
Uttar Pradesh,GTRA,GOTRA HALT,NR,"Gotra, Uttar Pradesh",Point,"[77.30096, 28.807889]"
Rajasthan,GLTA,GAHLOTA,NWR,"Kishangarh, Rajasthan",Point,"[74.967556543, 26.6723715203]"
Punjab,GNA,GONEANA,NR,"Goniana, Punjab",Point,"[74.90948, 30.318715]"
Rajasthan,GJS,Gajsinghpur,NWR,"State Highway 3, Rajasthan",Point,"[73.436739, 29.658053]"
Punjab,GJUT,GANGSAR JAITU,NR,"Jaitu, Punjab",Point,"[74.87951100000001, 30.445082000000003]"
Gujarat,GUS,GHUMASAN,WR,"State Highway 41, Gujarat",Point,"[72.449853, 23.378698999999997]"
Rajasthan,GSD,Ghosunda,NWR,"Chittaurgarh, Rajasthan",Point,"[74.53452700000001, 24.871222]"
Bihar,HBP,HARPAR BOCHAHA,ECR,"Pagra Rd, Bihar",Point,"[85.75716073, 25.6034373373]"
,MRLA,MARIYAL GANGAVA,,,,
Andhra Pradesh,GLE,Gajulaguden,SCR,"Gajulaguden, Andhra Pradesh",Point,"[80.657904, 17.609727]"
Bihar,GOPG,Gopalganj,NER,"Harkhua, Bihar",Point,"[84.43554700000001, 26.454202]"
Karnataka,GOK,GOKARNA ROAD,KR,"Uttara Kannada, Karnataka",Point,"[74.36719699999999, 14.582791]"
Kerala,CS,KANNUR SOUTH,SR,"Kannur, Kerala",Point,"[75.400253, 11.866899]"
Maharashtra,GNL,Gongle,SECR,"Gondia, Maharashtra",Point,"[80.147349, 21.222011000000002]"
Kerala,ETK,ETAKKOT,SR,"NH 17, Kerala",Point,"[75.44379699999999, 11.806194999999999]"
Bihar,GQN,Garhani,ECR,"Garhani, Bihar",Point,"[84.5696156628, 25.4118931462]"
Gujarat,GNC,Gandhinagar Capital,WR,"Gandhinagar, Gujarat",Point,"[72.62916200000001, 23.233379]"
Assam,HJO,Harangajao,NFR,"North Cachar Hills, Assam",,
Jharkhand,GUA,Gua,SER,"Kiriburu, Jharkhand",Point,"[85.381896, 22.218519]"
Madhya Pradesh,HKH,Haranya Kheri,WR,"National Highway 3, Madhya Pradesh",Point,"[75.776745, 22.583661]"
Andhra Pradesh,GVL,Gudlavalleru,SCR,"Gudlavalleru, Andhra Pradesh",Point,"[81.046037, 16.348371]"
Tamil Nadu,GWYR,Greenways Road,SR,"Chennai, Tamil Nadu",Point,"[80.25171539, 13.0202759]"
Punjab,GSP,Gurdaspur,NR,"Gurdaspur, Punjab",Point,"[75.420769, 32.044111]"
Assam,HKD,Hailakandi,?,"Hailakandi, Assam",Point,"[92.56789, 24.680276000000003]"
Orissa,GNPR,Gunupur,ECoR,"Gunupur, Orissa",Point,"[83.8099599005, 19.069058897799998]"
Himachal Pradesh,GULR,GULER,NR,"State Highway 22, Himachal Pradesh",Point,"[76.151266, 32.004278]"
Punjab,GSW,GURSAR SHNEWALA,NWR,"Bagwali, Punjab",Point,"[74.8861198969, 30.138926513900003]"
Madhya Pradesh,HRD,Harsud,WCR,"Harsud, Madhya Pradesh",,
Gujarat,HAPA,HAPA,WR,"Jamnagar, Gujarat",Point,"[70.11814, 22.468974]"
Uttar Pradesh,GZN,NEW GHAZIABAD,NR,"Ghaziabad, Uttar Pradesh",Point,"[77.43800800000001, 28.674404]"
Rajasthan,HSWS,Hansiawas,NWR,"Hansiawas, Rajasthan",,
Karnataka,HPT,HOSPET JN,SWR,"Hospet, Karnataka",Point,"[76.38578, 15.286807]"
West Bengal,HLZ,Haldia,SER,"Sutahata, West Bengal",Point,"[88.06589, 22.045284]"
Maharashtra,HEM,HIMAYATNAGAR,SCR,"Nanded, Maharashtra",Point,"[77.868855, 19.416708999999997]"
Rajasthan,HTD,HATUNDI,NWR,"Ajmer, Rajasthan",Point,"[74.6445661014, 26.354279161199997]"
Karnataka,HLAR,HOLE ALUR,SWR,"Badami Rd, Karnataka",Point,"[75.64646099999999, 15.81959]"
Madhya Pradesh,HPP,HARPALPUR,NCR,"Dist - Chhatarpur, Madhya Pradesh",Point,"[79.33546100000001, 25.290501]"
West Bengal,GSL,GODAPIASAL,SER,"Godapiasal, West Bengal",Point,"[87.320806, 22.530677]"
Uttar Pradesh,HLDR,HALDAUR,NR,"State Highway 76, Uttar Pradesh",Point,"[78.275060462, 29.290081553100002]"
Maharashtra,GVD,GHOLVAD,WR,"Gholvad, Maharashtra",Point,"[72.73799100000001, 20.08688]"
West Bengal,HSA,HASIMARA,NFR,"Hasimara, West Bengal",Point,"[89.347661, 26.72689]"
Gujarat,GTT,GOMTA,WR,"Gomta, Gujarat",Point,"[70.72970199999999, 21.873814999999997]"
Uttar Pradesh,GTF,GUMTHAL,NR,"Raja Ka Sahaspur, Uttar Pradesh",Point,"[78.757645, 28.484002]"
Rajasthan,HSI,HARSAULI,NWR,"Harsoli, Rajasthan",Point,"[76.615189, 27.864848000000002]"
West Bengal,HRSR,Harish Nagar Halt,ER,"BSF Rd, West Bengal",Point,"[88.77798899999999, 23.469777]"
Haryana,GSO,GHASO,NR,"District Jind, Haryana",Point,"[76.14336899999999, 29.531288]"
Karnataka,HNK,HANAKERE,SWR,"Mandya, Karnataka",Point,"[76.979837, 12.565639000000001]"
Rajasthan,AII,AJMER JN,NWR,"Ajmer, Rajasthan",Point,"[74.63746400000001, 26.456612]"
Bihar,HIL,Hilsa,ECR,"Hilsa, Bihar",Point,"[85.277079, 25.317354]"
Haryana,GXG,Geong,NR,"Haryana, Haryana",Point,"[76.466397041, 29.8223584375]"
Assam,HBN,Haibargaon,NFR,"Nagaon, Assam",Point,"[92.672506, 26.355638]"
Rajasthan,HLW,Hirnawali,NWR,"Hirnawali, Rajasthan",Point,"[74.27241649478674, 29.710120646310926]"
Bihar,HRT,Harnaut,ECR,"Harnaut, Bihar",Point,"[85.5407224109, 25.371762836200002]"
Orissa,HBF,Hadobhangi Halt,ECoR,"Paralakhemundi, Orissa",Point,"[83.94176085389999, 18.8219370968]"
Uttar Pradesh,HRF,Hathras Kila,NCR,"Hathras(05722-242803), Uttar Pradesh",Point,"[78.05801798589528, 27.594876304064115]"
Bihar,GRPA,Garhpura,ECR,"Begusarai, Bihar",Point,"[86.209037, 25.65472]"
Haryana,HSR,Hisar,NWR,"Hisar, Haryana",Point,"[75.724305, 29.152341]"
Uttar Pradesh,GTM,Ghatampur,NCR,"Ghatampur, Uttar Pradesh",Point,"[80.174712, 26.151304]"
Jharkhand,GRMA,Ghormara,ER,"Deoghar, Jharkhand",Point,"[86.86392, 24.442298]"
Tamil Nadu,PCV,Palakkodu,SWR,"Dharmapuri, Tamil Nadu",Point,"[78.072073, 12.297417999999999]"
Karnataka,HAH,Hosa Agrahara,SWR,"Hosa Agrahara, Karnataka",Point,"[76.3618194318, 12.570459617700001]"
Bihar,HPI,Harapatti,?,"State Highway 65, Bihar",Point,"[87.092628, 25.881401999999998]"
Karnataka,IDR,INDI ROAD,SWR,"Bijapur, Karnataka",Point,"[75.919616, 17.211288999999997]"
Uttarakhand,HLDD,HALDI ROAD,NER,"NH 87, Uttarakhand",Point,"[79.45967900000001, 29.039597]"
Uttar Pradesh,IZN,IZZATNAGAR,NER,"Bareilly, Uttar Pradesh",Point,"[79.421171, 28.388265999999998]"
Punjab,HSQ,HUSAINPUR,NR,"Kapurthala, Punjab",Point,"[75.320851, 31.301125]"
Madhya Pradesh,HNM,HINAUTARAMBAN,WCR,"Satna, Madhya Pradesh",Point,"[80.94306200000001, 24.575192]"
